Order_ID,Date,Customer_Name,Region,Sales_Rep,Product_Category,Units_Sold,Unit_Price,Discount_Pct,Gross_Revenue,Net_Revenue,Profit
ORD-2025-1410,2025-04-11,Client Corp 142,East,Priya Nair,Risk Engine,9,7500,0.2,67500,54000.0,13231.417370180094
ORD-2025-1411,2025-09-21,Client Corp 851,East,Rohan Mehta,Payment Gateway,4,25000,0.0,100000,100000.0,22854.100332588838
ORD-2025-1412,2025-02-22,Client Corp 982,South,Rohan Mehta,Payment Gateway,5,3200,0.2,16000,12800.0,3268.0759548654046
ORD-2025-1413,2025-03-01,Client Corp 210,Central,Priya Nair,Risk Engine,21,7500,0.15,157500,133875.0,31856.915177409737
ORD-2025-1414,2025-04-18,Client Corp 860,North,Vikram Singh,Risk Engine,8,25000,0.2,200000,160000.0,37052.6452621976
ORD-2025-1415,2025-01-05,Client Corp 762,South,Ananya Verma,Risk Engine,23,12000,0.1,276000,248400.0,70039.90784842387
ORD-2025-1416,2025-04-13,Client Corp 282,West,Rohan Mehta,Payment Gateway,9,25000,0.1,225000,202500.0,80570.95177473975
ORD-2025-1417,2025-07-15,Client Corp 947,West,Vikram Singh,Risk Engine,15,7500,0.2,112500,90000.0,27152.488369556315
ORD-2025-1418,2025-09-19,Client Corp 194,East,Priya Nair,Risk Engine,15,12000,0.1,180000,162000.0,36466.34440609976
ORD-2025-1419,2025-12-31,Client Corp 473,East,Vikram Singh,POS Hardware,16,25000,0.15,400000,340000.0,67480.88822147933
ORD-2025-1420,2025-12-16,Client Corp 619,West,Aarav Sharma,FinTech Software,14,1500,0.05,21000,19950.0,6924.195622920385
ORD-2025-1421,2025-02-16,Client Corp 459,East,Rohan Mehta,Advisory API,8,12000,0.1,96000,86400.0,23489.715179352934
ORD-2025-1422,2025-12-21,Client Corp 795,North,Priya Nair,FinTech Software,18,1500,0.1,27000,24300.0,9166.918080485815
ORD-2025-1423,2025-11-07,Client Corp 380,East,Ananya Verma,POS Hardware,10,3200,0.2,32000,25600.0,8660.034162528891
ORD-2025-1424,2025-11-04,Client Corp 294,Central,Priya Nair,Advisory API,20,12000,0.15,240000,204000.0,75703.98141850541
ORD-2025-1425,2025-05-24,Client Corp 963,East,Ananya Verma,Risk Engine,6,1500,0.05,9000,8550.0,2097.033272886657
ORD-2025-1426,2025-09-26,Client Corp 294,South,Priya Nair,POS Hardware,12,7500,0.2,90000,72000.0,24923.962180127084
ORD-2025-1427,2025-05-04,Client Corp 766,North,Vikram Singh,Risk Engine,2,7500,0.2,15000,12000.0,2920.49851591791
ORD-2025-1428,2025-04-16,Client Corp 192,South,Vikram Singh,Payment Gateway,7,3200,0.15,22400,19040.0,7718.367323696052
ORD-2025-1429,2025-06-07,Client Corp 771,South,Vikram Singh,POS Hardware,16,12000,0.05,192000,182400.0,60689.920548404996
ORD-2025-1430,2025-05-27,Client Corp 160,Central,Aarav Sharma,Payment Gateway,3,12000,0.15,36000,30600.0,7891.214660487712
ORD-2025-1431,2025-05-25,Client Corp 733,North,Ananya Verma,POS Hardware,13,12000,0.05,156000,148200.0,36261.99791801155
ORD-2025-1432,2025-04-30,Client Corp 150,North,Vikram Singh,POS Hardware,3,3200,0.15,9600,8160.0,1842.7106242043067
ORD-2025-1433,2025-11-15,Client Corp 502,North,Aarav Sharma,Payment Gateway,18,12000,0.2,216000,172800.0,59912.149847240675
ORD-2025-1434,2025-10-02,Client Corp 888,North,Ananya Verma,Advisory API,11,7500,0.2,82500,66000.0,15344.455309887167
ORD-2025-1435,2025-04-02,Client Corp 104,North,Priya Nair,FinTech Software,8,1500,0.0,12000,12000.0,3874.473405871168
ORD-2025-1436,2025-02-27,Client Corp 565,Central,Aarav Sharma,Risk Engine,6,7500,0.1,45000,40500.0,9862.252461714474
ORD-2025-1437,2025-12-12,Client Corp 703,East,Rohan Mehta,POS Hardware,1,7500,0.15,7500,6375.0,2160.312485534619
ORD-2025-1438,2025-08-17,Client Corp 781,South,Aarav Sharma,Risk Engine,1,1500,0.0,1500,1500.0,563.3783022745941
ORD-2025-1439,2025-04-27,Client Corp 928,North,Aarav Sharma,Payment Gateway,23,7500,0.1,172500,155250.0,56934.220559569774
ORD-2025-1440,2025-11-14,Client Corp 633,East,Ananya Verma,Risk Engine,8,3200,0.15,25600,21760.0,7890.269990652914
ORD-2025-1441,2025-10-06,Client Corp 504,East,Priya Nair,Payment Gateway,5,1500,0.05,7500,7125.0,1603.505313733751
ORD-2025-1442,2025-05-07,Client Corp 937,South,Rohan Mehta,Risk Engine,16,7500,0.1,120000,108000.0,21730.937825838726
ORD-2025-1443,2025-05-09,Client Corp 612,Central,Vikram Singh,FinTech Software,11,25000,0.2,275000,220000.0,76504.49814413396
ORD-2025-1444,2025-02-27,Client Corp 744,West,Vikram Singh,FinTech Software,5,7500,0.0,37500,37500.0,10065.124924149162
ORD-2025-1445,2025-05-02,Client Corp 332,West,Aarav Sharma,FinTech Software,4,3200,0.1,12800,11520.0,3268.950846759975
ORD-2025-1446,2025-01-01,Client Corp 623,East,Ananya Verma,FinTech Software,6,12000,0.1,72000,64800.0,12148.430691122816
ORD-2025-1447,2025-08-27,Client Corp 445,South,Ananya Verma,FinTech Software,14,7500,0.2,105000,84000.0,20353.06121738499
ORD-2025-1448,2025-10-17,Client Corp 145,West,Vikram Singh,FinTech Software,22,12000,0.15,264000,224400.0,42205.67640706313
ORD-2025-1449,2025-04-06,Client Corp 645,East,Rohan Mehta,Payment Gateway,19,25000,0.05,475000,451250.0,176440.8191727151
ORD-2025-1450,2025-05-06,Client Corp 177,Central,Priya Nair,POS Hardware,9,7500,0.2,67500,54000.0,12874.421014512154
ORD-2025-1451,2025-04-28,Client Corp 829,West,Rohan Mehta,Risk Engine,12,1500,0.05,18000,17100.0,5365.311743927625
ORD-2025-1452,2025-02-17,Client Corp 912,East,Priya Nair,FinTech Software,11,12000,0.15,132000,112200.0,21245.635146762917
ORD-2025-1453,2025-03-30,Client Corp 172,East,Vikram Singh,Payment Gateway,14,25000,0.1,350000,315000.0,107113.66278270775
ORD-2025-1454,2025-08-25,Client Corp 893,North,Priya Nair,Payment Gateway,23,1500,0.05,34500,32775.0,8440.433101701703
ORD-2025-1455,2025-09-29,Client Corp 348,Central,Ananya Verma,Payment Gateway,16,1500,0.0,24000,24000.0,9492.014516876156
ORD-2025-1456,2025-07-08,Client Corp 146,North,Aarav Sharma,POS Hardware,1,1500,0.0,1500,1500.0,589.7225480162529
ORD-2025-1457,2025-07-11,Client Corp 220,South,Aarav Sharma,Risk Engine,13,1500,0.2,19500,15600.0,4025.8880751463835
ORD-2025-1458,2025-03-10,Client Corp 313,North,Vikram Singh,POS Hardware,23,7500,0.15,172500,146625.0,58097.31391934756
ORD-2025-1459,2025-10-05,Client Corp 338,North,Ananya Verma,Advisory API,21,7500,0.2,157500,126000.0,52803.80804660307
ORD-2025-1460,2025-12-15,Client Corp 155,West,Rohan Mehta,Payment Gateway,21,7500,0.2,157500,126000.0,47640.56968310818
ORD-2025-1461,2025-09-04,Client Corp 449,East,Ananya Verma,Advisory API,13,25000,0.2,325000,260000.0,99519.97209992628
ORD-2025-1462,2025-03-17,Client Corp 206,Central,Aarav Sharma,FinTech Software,2,25000,0.0,50000,50000.0,11988.104833309078
ORD-2025-1463,2025-06-03,Client Corp 930,North,Aarav Sharma,FinTech Software,4,25000,0.0,100000,100000.0,31840.857572586152
ORD-2025-1464,2025-05-24,Client Corp 147,Central,Ananya Verma,POS Hardware,6,3200,0.2,19200,15360.0,3012.7322012493046
ORD-2025-1465,2025-03-27,Client Corp 672,North,Ananya Verma,Risk Engine,23,25000,0.0,575000,575000.0,116598.67528139042
ORD-2025-1466,2025-07-04,Client Corp 436,South,Aarav Sharma,Advisory API,5,7500,0.15,37500,31875.0,13379.028482054673
ORD-2025-1467,2025-10-12,Client Corp 125,North,Rohan Mehta,Risk Engine,3,7500,0.2,22500,18000.0,4651.081557519936
ORD-2025-1468,2025-08-08,Client Corp 903,West,Vikram Singh,POS Hardware,1,3200,0.0,3200,3200.0,1150.605244453514
ORD-2025-1469,2025-03-10,Client Corp 356,East,Vikram Singh,FinTech Software,4,3200,0.05,12800,12160.0,4542.971290753461
ORD-2025-1470,2025-02-16,Client Corp 107,South,Ananya Verma,Risk Engine,20,25000,0.2,500000,400000.0,154370.234016694
ORD-2025-1471,2025-04-04,Client Corp 724,North,Vikram Singh,Risk Engine,2,12000,0.2,24000,19200.0,8053.071194429137
ORD-2025-1472,2025-08-26,Client Corp 966,Central,Aarav Sharma,FinTech Software,5,3200,0.15,16000,13600.0,3236.2445278784166
ORD-2025-1473,2025-07-23,Client Corp 352,South,Aarav Sharma,Advisory API,3,1500,0.1,4500,4050.0,768.221003707628
ORD-2025-1474,2025-08-06,Client Corp 791,South,Ananya Verma,FinTech Software,9,7500,0.1,67500,60750.0,16930.172332361064
ORD-2025-1475,2025-12-07,Client Corp 818,North,Ananya Verma,Risk Engine,20,1500,0.15,30000,25500.0,5386.093699353155
ORD-2025-1476,2025-02-08,Client Corp 402,South,Ananya Verma,Advisory API,6,7500,0.15,45000,38250.0,7090.869662507665
ORD-2025-1477,2025-04-10,Client Corp 738,Central,Rohan Mehta,Advisory API,18,7500,0.15,135000,114750.0,30581.154819476527
ORD-2025-1478,2025-10-16,Client Corp 155,South,Vikram Singh,FinTech Software,6,3200,0.1,19200,17280.0,6360.71927485922
ORD-2025-1479,2025-09-11,Client Corp 825,Central,Ananya Verma,Risk Engine,19,3200,0.15,60800,51680.0,16324.852349402798
ORD-2025-1480,2025-08-10,Client Corp 625,North,Priya Nair,POS Hardware,12,1500,0.0,18000,18000.0,4591.2009133887295
ORD-2025-1481,2025-12-23,Client Corp 573,East,Priya Nair,Risk Engine,11,7500,0.2,82500,66000.0,22244.77736700468
ORD-2025-1482,2025-01-23,Client Corp 127,South,Aarav Sharma,Payment Gateway,2,1500,0.2,3000,2400.0,565.642471857875
ORD-2025-1483,2025-09-07,Client Corp 177,East,Vikram Singh,POS Hardware,15,12000,0.05,180000,171000.0,31370.21454679837
ORD-2025-1484,2025-01-10,Client Corp 315,Central,Ananya Verma,Advisory API,12,1500,0.05,18000,17100.0,6214.906297935097
ORD-2025-1485,2025-09-03,Client Corp 485,South,Priya Nair,POS Hardware,12,25000,0.2,300000,240000.0,79127.60168816692
ORD-2025-1486,2025-11-21,Client Corp 464,West,Vikram Singh,Advisory API,9,1500,0.0,13500,13500.0,4899.86050338311
ORD-2025-1487,2025-04-10,Client Corp 765,East,Aarav Sharma,Advisory API,21,25000,0.1,525000,472500.0,89465.57109238129
ORD-2025-1488,2025-10-17,Client Corp 625,South,Rohan Mehta,POS Hardware,24,25000,0.1,600000,540000.0,205690.7037668525
ORD-2025-1489,2025-06-29,Client Corp 798,East,Vikram Singh,Advisory API,2,25000,0.0,50000,50000.0,16434.31440043564
ORD-2025-1490,2025-08-11,Client Corp 411,South,Vikram Singh,Advisory API,22,12000,0.1,264000,237600.0,74895.05647903758
ORD-2025-1491,2025-09-07,Client Corp 982,North,Rohan Mehta,Payment Gateway,3,1500,0.15,4500,3825.0,1261.89569616914
ORD-2025-1492,2025-05-27,Client Corp 106,East,Vikram Singh,Risk Engine,12,1500,0.2,18000,14400.0,5579.481301177066
ORD-2025-1493,2025-04-06,Client Corp 102,West,Aarav Sharma,Risk Engine,16,12000,0.2,192000,153600.0,49284.82737778755
ORD-2025-1494,2025-09-14,Client Corp 722,West,Aarav Sharma,Payment Gateway,21,7500,0.0,157500,157500.0,50309.924359773184
ORD-2025-1495,2025-11-21,Client Corp 849,Central,Rohan Mehta,POS Hardware,24,3200,0.1,76800,69120.0,28875.778400732575
ORD-2025-1496,2025-01-04,Client Corp 462,South,Ananya Verma,FinTech Software,1,1500,0.05,1500,1425.0,515.3017171374502
ORD-2025-1497,2025-01-16,Client Corp 850,East,Priya Nair,FinTech Software,21,3200,0.05,67200,63840.0,18267.848769600114
ORD-2025-1498,2025-10-07,Client Corp 607,Central,Ananya Verma,FinTech Software,3,12000,0.1,36000,32400.0,11332.719072256046
ORD-2025-1499,2025-12-02,Client Corp 373,East,Vikram Singh,Payment Gateway,20,7500,0.05,150000,142500.0,38961.68213185917
